"Ticker";"Sector";"Sector_ETF";"Price";"ATR_pct";"Long_Score";"Long_Signal";"Long_Entry";"Long_Stop";"Long_Target";"Short_Score";"Short_Signal";"Short_Entry";"Short_Stop";"Short_Target";"BOT_Score";"BOT_Setup";"BOT_Breakout";"BOT_Squeeze";"BOT_VolDec";"BOT_VolSurge";"BOT_Flags";"ADX10";"RSI14";"RSI_slope";"MA50_dist";"OBV_rising";"UpDn_ratio";"RS_vs_ETF";"Macro_Note";"Sector_Long_Gate";"Sector_Short_Gate";"Best_Signal";"IV30";"RV30";"IVP";"RVP";"VRP";"Optionality";"TermStr";"Vol_Date";"Composite";"Gate_Tech";"Gate_Opt";"All_Gates";"Rank"
"TXT";"Defence";"ITA";92,65;2,39;8;"SKIP";92,84;92,42;93,87;4;"SKIP";92,46;94,29;87,91;7;4;3;0,487;0,883;0,6;"S:4/6 BK:3/4 | S1:- S2:+ S3:- S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";28,5;55,4;15,7;-0,8;TRUE;2,03;-0,3;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"URA";"Basic Materials";"XLB";52,84;4,31;8;"WATCH";52,95;50,67;58,65;3;"SKIP";52,73;51,69;55,35;7;4;3;0,715;0,754;0,93;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,1;59,2;13,9;3,2;TRUE;2,27;0,5;"";TRUE;FALSE;"SKIP";55,7;53;75,6;69;2,7;"FAIL";"Contango";"20260324 08:23";8;TRUE;FALSE;FALSE;""
"WPM";"Precious Metals";"GLD";147,69;4,11;8;"SKIP";147,99;139,35;169,57;4;"SKIP";147,39;142,17;160,47;5;2;3;0,685;1,092;0,84;"S:2/6 BK:3/4 | S1:+ S2:- S3:+ S4:- S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";24,7;62,2;10,5;4,9;FALSE;3,37;9,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"ABT";"Healthcare";"XLV";101,05;2,17;3;"SKIP";101,25;107,56;85,49;7;"SKIP";100,85;109,73;78,64;0;0;0;0,721;1,195;0,9;"S:0/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";44;34,9;3,6;-7;FALSE;1,09;-6,7;"";FALSE;FALSE;"SKIP";29,3;19,4;96,9;21,4;9,9;"FAIL";"Backwardation";"20260323 13:46";7;FALSE;FALSE;FALSE;""
"AI";"Industrial";"XLI";8,4;5,76;5;"WATCH";8,42;9,25;6,33;7;"TRADE";8,38;9,44;5,74;4;3;1;0,502;0,719;1,03;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";19;43,2;-3,8;-10,1;TRUE;1,72;-8,9;"";TRUE;FALSE;"SKIP";23,6;21,7;94,7;86,5;1,9;"FAIL";"Backwardation";"20260323 13:51";7;TRUE;FALSE;FALSE;""
"AIG";"Financial";"XLF";77,02;2,04;7;"WATCH";77,17;76,31;79,32;5;"WATCH";76,87;77,86;74,39;6;3;3;0,629;0,921;0,98;"S:3/6 BK:3/4 | S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";23,2;52,7;2,1;-0,1;FALSE;1,54;-4,4;"";TRUE;FALSE;"SKIP";27,8;25;77,3;67,9;2,8;"PARTIAL";"Contango";"20260323 13:54";7;TRUE;TRUE;TRUE;""
"BG";"Agricultural";"MOO";122,33;3,44;7;"WATCH";122,57;120,67;127,32;5;"WATCH";122,09;123,11;119,52;4;3;1;0,754;0,997;0,98;"S:3/6 BK:1/4 | S1:+ S2:+ S3:- S4:+ S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-";15,6;46,6;-10,7;0,4;TRUE;1,22;-2,6;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"CCJ";"Basic Materials";"XLB";116,06;4,69;6;"WATCH";116,29;112,99;124,55;5;"WATCH";115,83;115,27;117,22;5;2;3;0,757;0,794;1,17;"S:2/6 BK:3/4 | S1:+ S2:- S3:- S4:- S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";17,2;56,1;6,6;1,7;FALSE;1,9;-0,1;"";TRUE;FALSE;"SKIP";57,2;59,2;76,7;72,6;-2;"FAIL";"Backwardation";"20260324 07:47";7;TRUE;FALSE;FALSE;""
"COP";"Energy";"XLE";118,79;3,47;7;"TRADE";119,03;117,28;123,39;5;"WATCH";118,55;119,65;115,8;5;5;0;0,64;1,061;0,93;"S:5/6 BK:0/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";27,2;40,1;-28;0,3;TRUE;0,39;1,3;"";FALSE;TRUE;"SKIP";36;32;89,6;63,5;3,9;"FAIL";"Backwardation";"20260323 09:14";7;TRUE;FALSE;FALSE;""
"CVX";"Energy";"XLE";187,02;3,13;5;"WATCH";187,39;189,52;182,07;7;"WATCH";186,65;193,35;169,88;2;2;0;0,837;1,119;0,83;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";27;39,2;-17,3;-2,3;TRUE;0,35;-1,6;"";FALSE;TRUE;"SKIP";30,3;21,9;93;46,8;8,4;"FAIL";"Backwardation";"20260323 09:15";7;TRUE;FALSE;FALSE;""
"DVN";"Energy";"XLE";45,25;3,95;5;"WATCH";45,34;45,56;44,79;7;"WATCH";45,16;46,48;41,85;2;2;0;0,71;1,149;0,71;"S:2/6 BK:0/4 | S1:- S2:+ S3:+ S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";25,9;38,3;-23,1;-1,7;FALSE;0,34;0,4;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"EOG";"Energy";"XLE";133,59;3,36;7;"TRADE";133,86;128,83;146,44;5;"WATCH";133,32;131,43;138,06;6;6;0;0,562;0,909;0,59;"S:6/6 BK:0/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";25;43,8;-20,4;2,7;TRUE;0,47;2,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"EW";"Healthcare";"XLV";78,2;2,65;5;"SKIP";78,36;80,6;72,76;7;"SKIP";78,04;82,22;67,59;4;2;2;0,722;0,911;1,29;"S:2/6 BK:2/4 | S1:- S2:- S3:- S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:+";23,3;38,3;-7,2;-3,9;TRUE;1,63;-5;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"FANG";"Energy";"XLE";186,51;3,65;6;"WATCH";186,88;178,9;206,84;7;"WATCH";186,14;182,52;195,19;4;3;1;0,719;1,029;1,2;"S:3/6 BK:1/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:+";23;48,1;-13,2;3,2;FALSE;0,62;5,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"FSM";"Precious Metals";"GLD";10,75;5,28;7;"SKIP";10,77;10,74;10,86;4;"SKIP";10,73;10,95;10,17;6;3;3;0,505;1,038;0,74;"S:3/6 BK:3/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";19,4;55;4,4;-0,9;TRUE;3,08;7,7;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"HAL";"Energy";"XLE";37,51;3,56;7;"SKIP";37,59;35,65;42,43;4;"SKIP";37,43;36,37;40,1;3;3;0;0,843;1,139;0,55;"S:3/6 BK:0/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";26,9;51,5;-8,6;4,2;FALSE;0,4;13,2;"";FALSE;TRUE;"SKIP";42,5;36,8;84,8;30,2;5,7;"FAIL";"Backwardation";"20260323 09:19";7;FALSE;FALSE;FALSE;""
"IPI";"Agricultural";"MOO";37,48;7,94;4;"SKIP";37,55;37,93;36,62;7;"SKIP";37,41;38,7;34,17;2;2;0;0,599;1,173;0,62;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";16,9;43,3;-7,7;-2,2;FALSE;0,63;-11,4;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"KTOS";"Defence";"ITA";73,66;7,8;5;"SKIP";73,81;84,73;46,5;7;"SKIP";73,51;86,44;41,19;2;1;1;0,771;0,902;0,68;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";25,1;44,8;4,2;-13,9;FALSE;1,42;-18,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"LAC";"Basic Materials";"XLB";4,41;5,75;7;"WATCH";4,42;4,41;4,44;5;"WATCH";4,4;4,5;4,15;6;3;3;0,524;0,873;0,91;"S:3/6 BK:3/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";26,9;55,5;14,8;-1;TRUE;3,59;-4,8;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"MDLZ";"Consumer non cyclical";"XLP";57,84;2,3;7;"SKIP";57,96;58,01;57,81;4;"SKIP";57,72;59,19;54,07;5;5;0;0,419;0,94;0,67;"S:5/6 BK:0/4 | S1:- S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";13,6;49,5;0,6;-1,3;TRUE;0,72;5,3;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"MRK";"Healthcare";"XLV";119,96;2,32;7;"SKIP";120,2;117,84;126,09;4;"SKIP";119,72;120,23;118,46;5;4;1;0,908;0,884;1,26;"S:4/6 BK:1/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:+";13,3;52,8;-1,4;0,8;FALSE;0,61;5,4;"";FALSE;FALSE;"SKIP";31,7;25;67,7;28,2;6,7;"PARTIAL";"Contango";"20260323 09:26";7;FALSE;TRUE;FALSE;""
"MU";"Technology";"XLK";465,66;5,74;7;"WATCH";466,59;399,75;633,7;4;"SKIP";464,73;407,82;606,99;5;2;3;1;1,26;0,98;"S:2/6 BK:3/4 | S1:+ S2:+ S3:- S4:- S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";22,9;66,1;18,8;15,3;FALSE;2,9;-1;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"NVO";"Consumer non cyclical";"XLP";39,32;3,07;7;"TRADE";39,4;40,44;36,79;5;"WATCH";39,24;41,26;34,2;6;3;3;0,291;0,729;1,16;"S:3/6 BK:3/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";22,3;55,4;15,3;-3,7;FALSE;2,25;6;"";FALSE;TRUE;"SKIP";42,8;61;31,9;80,2;-18,2;"PASS";"Contango";"20260324 08:13";7;TRUE;TRUE;TRUE;""
"OXY";"Energy";"XLE";55,38;4,47;7;"TRADE";55,49;54,31;58,45;5;"WATCH";55,27;55,41;54,93;5;5;0;0,552;1,081;0,84;"S:5/6 BK:0/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";31;38,9;-25,7;1;TRUE;0,24;0,1;"";FALSE;TRUE;"SKIP";39,7;44,2;88,5;84,1;-4,5;"PARTIAL";"Backwardation";"20260323 09:30";7;TRUE;TRUE;TRUE;""
"PAAS";"Precious Metals";"GLD";58,12;4,81;7;"SKIP";58,24;56,9;61,58;4;"SKIP";58;58,05;57,9;7;4;3;0,608;0,942;0,52;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,3;56,5;4,2;1,1;FALSE;5,45;6,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"RTX";"Defence";"ITA";202,81;2,24;7;"SKIP";203,22;198,6;214,75;5;"SKIP";202,4;202,62;201,88;6;3;3;0,751;0,729;0,77;"S:3/6 BK:3/4 | S1:+ S2:+ S3:- S4:- S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";20,8;56;6,1;1,1;FALSE;1,9;-2,7;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"SCHW";"Financial";"XLF";98,38;2,57;7;"WATCH";98,58;94,81;107,99;3;"SKIP";98,18;96,73;101,82;7;3;4;1;0,816;1,35;"S:3/6 BK:4/4 | S1:+ S2:- S3:- S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";17,1;59,7;13,7;2,7;TRUE;1,81;0;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"SHW";"Basic Materials";"XLB";333,6;2,74;6;"WATCH";334,27;336,3;329,19;6;"WATCH";332,93;343,09;307,53;4;1;3;0,533;1,005;0,67;"S:1/6 BK:3/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";25;54,7;14,9;-1,8;FALSE;1,23;-1,9;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"SNPS";"Technology";"XLK";418,8;3,84;7;"WATCH";419,64;417,46;425,08;6;"WATCH";417,96;425,89;398,14;3;1;2;0,834;0,794;0,7;"S:1/6 BK:2/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:+ BK2:+ BK3:- BK4:-";20,4;52,7;11,9;-0,7;FALSE;2,34;-8,1;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"T";"Communications";"XLC";25,62;2,67;5;"SKIP";25,67;27,62;20,81;7;"SKIP";25,57;28,18;19,05;2;2;0;1;1,018;0,96;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";33,9;27,6;-20,7;-8,2;TRUE;0,47;-8,7;"";FALSE;FALSE;"SKIP";29;24,2;93;47,2;4,8;"FAIL";"Backwardation";"20260324 08:21";7;FALSE;FALSE;FALSE;""
"TSLA";"Consumer cyclical";"XLY";364,2;3,93;5;"WATCH";364,93;387,78;307,79;7;"TRADE";363,47;395,62;283,11;1;0;1;0,792;1,048;0,92;"S:0/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-";25,3;45,9;11,2;-7;FALSE;1,15;-11,7;"";TRUE;FALSE;"SKIP";43,8;35,7;13,9;2,8;8,1;"FAIL";"NO DATA";"20260324 08:23";7;TRUE;FALSE;FALSE;""
"UPS";"Industrial";"XLI";103,22;2,45;7;"WATCH";103,43;105,2;98,99;5;"WATCH";103,01;107,33;92,23;5;2;3;0,39;0,992;0,73;"S:2/6 BK:3/4 | S1:- S2:- S3:+ S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";21,9;57,7;17,3;-2,9;FALSE;3,95;1,6;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"VLO";"Energy";"XLE";235,58;4,01;7;"SKIP";236,05;219,54;277,34;4;"SKIP";235,11;223,97;262,95;4;4;0;0,442;1,168;0,63;"S:4/6 BK:0/4 | S1:+ S2:+ S3:+ S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";27;50,2;-14,7;6,2;FALSE;0,64;4,7;"";FALSE;TRUE;"SKIP";42,3;40,6;89,2;72,9;1,6;"FAIL";"Contango";"20260326 01:03";7;FALSE;FALSE;FALSE;""
"WFC";"Financial";"XLF";81,7;3,05;7;"WATCH";81,86;82,49;80,31;6;"WATCH";81,54;84,15;75;4;2;2;0,782;0,963;2,01;"S:2/6 BK:2/4 | S1:- S2:- S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:- BK4:+";22,1;49,7;-4,9;-1,9;TRUE;1,84;2,8;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"XOM";"Energy";"XLE";149,24;3,54;5;"WATCH";149,54;152,81;141,36;7;"WATCH";148,94;155,9;131,55;2;2;0;0,95;1,096;0,71;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";23,1;37,7;-20,6;-3,3;TRUE;0,31;-1,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"XOP";"Energy";"XLE";163,42;3,56;7;"TRADE";163,75;160,55;171,75;5;"WATCH";163,09;163,79;161,35;5;5;0;0,588;0,98;1,02;"S:5/6 BK:0/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";27,1;41;-21,5;0,8;TRUE;0,57;1;"";FALSE;TRUE;"SKIP";37,4;34;88;83,3;3,4;"FAIL";"Backwardation";"20260324 08:26";7;TRUE;FALSE;FALSE;""
"AAPL";"Technology";"XLK";258,83;2,19;6;"WATCH";259,35;258,27;262,03;5;"WATCH";258,31;263,49;245,36;6;3;3;0,545;0,93;1,16;"S:3/6 BK:3/4 | S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";14,9;53,1;6,2;-0,8;FALSE;1,23;-4,1;"";TRUE;FALSE;"SKIP";26,5;24,4;55,9;51;2,1;"PASS";"Contango";"20260325 23:46";6;TRUE;TRUE;TRUE;""
"APD";"Basic Materials";"XLB";296,63;2,27;6;"WATCH";297,22;281,96;335,37;4;"SKIP";296,04;287,66;316,98;5;3;2;0,739;0,908;0,75;"S:3/6 BK:2/4 | S1:+ S2:+ S3:- S4:- S5:- S6:+ | BK1:+ BK2:- BK3:+ BK4:-";16,9;61,7;2,3;4,1;FALSE;0,92;-2,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"AVAV";"Defence";"ITA";194,52;6,62;6;"SKIP";194,91;221,75;127,8;6;"SKIP";194,13;226,23;113,88;4;3;1;0,374;0,7;0,78;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";22;45,7;7,5;-13,2;TRUE;4,29;-9,3;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"BMY";"Healthcare";"XLV";58,08;2,38;4;"SKIP";58,2;59,11;55,91;6;"SKIP";57,96;60,3;52,11;1;1;0;0,898;1,018;0,57;"S:1/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";15,5;45;2,3;-2,7;FALSE;0,96;-1,3;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"DOW";"Basic Materials";"XLB";39,16;4,83;6;"WATCH";39,24;34,76;50,44;5;"WATCH";39,08;35,46;48,13;4;4;0;0,531;1,004;0,86;"S:4/6 BK:0/4 | S1:+ S2:+ S3:+ S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";26,8;54,7;-13;11,5;FALSE;0,42;3,5;"";TRUE;FALSE;"SKIP";50,8;53,7;80,8;73,4;-2,8;"FAIL";"Backwardation";"20260324 08:01";6;TRUE;FALSE;FALSE;""
"HD";"Consumer cyclical";"XLY";342,71;2,69;6;"WATCH";343,4;352,38;320,93;6;"WATCH";342,02;359,5;298,34;5;2;3;0,398;1,023;0,69;"S:2/6 BK:3/4 | S1:- S2:- S3:- S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";30,6;52,7;18,7;-3,7;TRUE;2,23;-3,7;"";TRUE;FALSE;"SKIP";28,5;29,9;80,8;87,7;-1,4;"PASS";"Contango";"20260324 08:04";6;TRUE;TRUE;TRUE;""
"HON";"Industrial";"XLI";233,24;2,12;6;"WATCH";233,71;232,59;236,51;6;"WATCH";232,77;237,28;221,49;5;2;3;0,6;0,951;0,86;"S:2/6 BK:3/4 | S1:- S2:+ S3:- S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";21,8;53,7;12,8;-0,7;FALSE;1,19;-4,9;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"ISRG";"Healthcare";"XLV";467,22;2,56;6;"SKIP";468,15;476,11;448,28;6;"SKIP";466,29;485,72;417,69;3;2;1;0,728;0,897;1,19;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";25,4;48,5;14,7;-2,8;TRUE;2,63;-1,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"JNJ";"Healthcare";"XLV";240,1;1,89;6;"SKIP";240,58;238,72;245,22;5;"SKIP";239,62;243,55;229,8;5;3;2;0,769;0,922;1,35;"S:3/6 BK:2/4 | S1:- S2:+ S3:+ S4:- S5:- S6:+ | BK1:+ BK2:- BK3:- BK4:+";18,9;50,3;4,1;-0,4;FALSE;0,84;0,2;"";FALSE;FALSE;"SKIP";28,7;18,4;98,5;54;10,3;"FAIL";"Backwardation";"20260323 09:21";6;FALSE;FALSE;FALSE;""
"KO";"Consumer non cyclical";"XLP";75,9;1,74;5;"WATCH";76,05;76,83;74,1;6;"WATCH";75,75;78,38;69,16;4;4;0;0,533;0,855;0,83;"S:4/6 BK:0/4 | S1:- S2:+ S3:+ S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";17,2;45,8;-0,4;-2,2;FALSE;0,97;1,7;"";FALSE;TRUE;"SKIP";21,1;17,7;93;63,9;3,4;"PARTIAL";"Contango";"20260323 09:23";6;TRUE;TRUE;TRUE;""
"LIN";"Basic Materials";"XLB";499,65;2,02;6;"WATCH";500,65;483,57;543,35;5;"WATCH";498,65;493,34;511,94;5;3;2;0,906;0,912;0,78;"S:3/6 BK:2/4 | S1:+ S2:+ S3:- S4:- S5:- S6:+ | BK1:+ BK2:- BK3:+ BK4:-";10,4;54,1;0,9;2,3;FALSE;0,77;-4,8;"";TRUE;FALSE;"SKIP";23,5;22,5;84,3;84,5;1;"PARTIAL";"Contango";"20260323 09:25";6;TRUE;TRUE;TRUE;""
"LULU";"Consumer non cyclical";"XLP";160,6;4,16;6;"WATCH";160,92;166,38;147,28;5;"WATCH";160,28;169,74;136,62;3;2;1;0,524;1,157;0,89;"S:2/6 BK:1/4 | S1:- S2:- S3:+ S4:- S5:+ S6:- | BK1:- BK2:+ BK3:- BK4:-";19,4;48,3;8;-4,4;FALSE;1,12;4,6;"";FALSE;TRUE;"SKIP";41,6;42,4;41,5;46,4;-0,7;"PASS";"Contango";"20260324 08:08";6;TRUE;TRUE;TRUE;""
"MMM";"Industrial";"XLI";152,55;2,33;6;"WATCH";152,86;154,4;149;6;"WATCH";152,24;157,52;139,06;5;2;3;0,461;0,832;0,69;"S:2/6 BK:3/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";24,4;55,7;17,1;-2,2;FALSE;2;-2,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"MO";"Consumer non cyclical";"XLP";65,62;2,28;5;"WATCH";65,75;65,85;65,5;6;"WATCH";65,49;67,18;61,26;2;2;0;0,681;1,084;0,86;"S:2/6 BK:0/4 | S1:- S2:+ S3:+ S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";16,2;46,4;-5,3;-1,3;FALSE;0,59;1,3;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"MPC";"Energy";"XLE";223,93;3,92;6;"WATCH";224,38;216,16;244,92;6;"WATCH";223,48;220,53;230,87;4;4;0;0,593;1,005;0,56;"S:4/6 BK:0/4 | S1:+ S2:+ S3:+ S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";31,4;45,3;-19;2,6;FALSE;0,34;1,2;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"ORCL";"Technology";"XLK";163;4,85;6;"WATCH";163,33;148,83;199,57;5;"WATCH";162,67;151,84;189,77;6;2;4;0,937;0,863;2,37;"S:2/6 BK:4/4 | S1:+ S2:- S3:- S4:- S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";16,7;62,1;19,7;8,4;FALSE;2,46;-1,9;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"PEP";"Consumer non cyclical";"XLP";155,72;1,94;6;"WATCH";156,03;158,75;149,22;5;"WATCH";155,41;161,96;139,03;4;4;0;0,474;0,846;0,9;"S:4/6 BK:0/4 | S1:- S2:+ S3:+ S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";17,4;48,6;5,5;-2,9;FALSE;0,44;2,9;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"PFE";"Healthcare";"XLV";27,11;2,24;6;"SKIP";27,16;26,9;27,83;4;"SKIP";27,06;27,44;26,09;4;4;0;0,906;0,933;0,62;"S:4/6 BK:0/4 | S1:- S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";19,6;48;0,4;-0,2;TRUE;0,92;3,3;"";FALSE;FALSE;"SKIP";26,3;24;72,8;45,6;2,3;"PARTIAL";"Contango";"20260323 09:31";6;FALSE;TRUE;FALSE;""
